question,answer
"QUESTION: <p>Why exactly can we conclude that Pr[X &lt;= (a&#43;b)/2] = Pr[X=a] when a &lt; (a&#43;b)/2?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fktc6vywygd7hb%2Fad03dd080e71fd205e4b2bd1539e0680b889a423d457f909ef51bffe6e209154%2FScreen_Shot_2023-03-27_at_2.33.25_PM.png"" alt=""Screen_Shot_2023-03-27_at_2.33.25_PM.png"" /></p>
","ANSWER: <p>Because $$\mathrm{Val}(X) = \{a, b\}$$, which means that for any $$\alpha \neq a, b$$, we would have $$\Pr[X = \alpha] = 0$$. Therefore, to calculate $$\Pr[X \leq \frac{a+b}{2}]$$, we can take the following sum:</p>
<p></p>
<p>$$\Pr[X \leq \frac{a+b}{2}] = \sum_{\alpha \leq \frac{a+b}{2}} \Pr[X = \alpha]$$. But all of these probabilities will be $$0$$ except when $$\alpha = a$$. So the sum reduces to $$\Pr[X = a]$$.</p>
"
"QUESTION: <p>Since in induction we use p(k) to derive p(k&#43;1), our assumption contains some relation with k and k&#43;1 (or more). Then is it almost always the case that our base case would need to have more than just P(0)? Also, is it wrong if we just write more than one base case all the time?</p>
","ANSWER: <p>No. In ordinary induction, we almost always need only one base case. This is because we only &#34;rely&#34; on one prior term. It is not wrong to have more than one base case, but from a convention/proof writing standpoint, it is better to have just one base case than multiple unnecessary base cases.</p>
"
"QUESTION: <p>Here, we see a relationship with n-1, n, n&#43;1. I thought that for cases like this we needed 3 base cases to prove the relationship holds. Why do we only need to show one base case here?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2Ffed95834acff4071380b31d63a915b355f3aec509a787169100d9d9fb0f070fe%2Fimage.png"" alt=""image.pngNaN"" width=""733"" height=""474"" /></p>
","ANSWER: <p>This is because we want to prove it for all $$n \geq 1$$ and the recurrence is defined for all $$n \geq 1$$. In other recurrence relations, there are usually some base cases defined <strong>outside</strong> of the recurrence relation, and we would need multiple base cases in induction so that in the induction step, we are working with values of $$k+1$$ that we can use the recurrence relation on.</p>
"
"QUESTION: <p>Is it wrong to say 1/n because there are n bins and the outcome that a ball lands in a specific bin is just one so it&#39;s 1/n</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2Fed76df5f34c142d50e9d479ed9f86f3da04a95f8ede74ee01335b05d740327ca%2Fimage.png"" alt=""image.pngNaN"" width=""693"" height=""390"" /></p>
","ANSWER: <p>sure that&#39;s fine</p>
"
"QUESTION: <p>Will there be questions on midterm 2 that might entail drawing a tree of possibility? (e.g. M2 Q9) If not, are we allowed to draw a tree of possibility as a part of our our answer?</p>
","ANSWER: <p>We are unable to comment on the first question. For the second question, you may draw a tree of possibilities, but you should always accompany such a tree with additional explanation/justification for the question.</p>
"
"QUESTION: <p>Or does only the other way hold?</p>
","ANSWER: <p>Nope. You can have an outcome with probability $$0$$.</p>
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2F2a91ddc55416d635f3add7f3896454b2d95bb96e7cc2e068e653f8aeb52b30ea%2Fimage.png"" alt=""image.pngNaN"" width=""729"" height=""62"" /></p>
<p></p>
<p></p>
","ANSWER: <p>If $$E \perp \overline{E}$$ then $$\Pr[E \cap \overline{E}] = \Pr[E] \cdot \Pr[\overline{E}]$$. But note $$E \cap \overline{E} = \emptyset$$ and $$\Pr[\emptyset] = 0$$, so this would mean either $$\Pr[E] = 0$$ or $$\Pr[\overline{E}] = 0$$ (which would imply that $$\Pr[E] = 1$$)</p>
"
"QUESTION: <p>When using strong induction, do we base the bounds for k based on the base cases? So for this question, is k ≥ 1 because we tested 1 in the base cases?</p>
<p></p>
<p>Additionally for j, why is it that 0 ≤ j ≤ k? Is this because the first value of n in S(n) is 2 so we have S(2) = S(0) &#43; S(1), so we need 0 to be included in the bounds for j?</p>
<p></p>
<p>thank you!</p>
","ANSWER: <p>For the first two questions, the answer is yes.</p>
<p></p>
<p>For the last bit, you almost have it. We do $$0 \leq j \leq k$$ because we bound $$k \geq 1$$, which mean when we are in the induction step and considering $$k+1$$, we have $$k+1 \geq 2$$. Since it is possible for $$k+1 = 2$$, we would need $$S(1)$$ and $$S(0)$$ to be assumed in the IH if we were to use the recurrence relation.</p>
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fld0r4fd0w5f3rx%2Fa5d83e45ff4dbf97b4521ee7a691d9169d236806c882df9f9903eac815e21045%2FScreenshot_2023-03-28_at_8.29.30_AM.png"" width=""572"" height=""186"" alt="""" /></p>
","ANSWER: Yes
"
"QUESTION: Does the fact that we know only 2 lines can form an intersection show that any interior point has to be mapped to only one piece?
","ANSWER: <p>I&#39;m gonna be honest here -- I&#39;m not totally sure. My best guess is that each &#34;border&#34; point can dictate a &#34;direction&#34; (i.e. whether to look at the left or the right of the line). Then, for each interior cross point that lies on the cut formed by the border point, the piece associated with that interior point is the piece in the direction that was dictated by the border point.</p>
"
"QUESTION: <p>The question states to show that this induction Sn can b written as smth  where n is not in the base cases, so I am a bit confused why we have n = 0 and n = 1 mentioned, I would have thought that the base case is n = 2?</p>
<p></p>
<p>Additionally, how to do we know to have 2 base cases and not just 1 in (b)</p>
","ANSWER: <p>see discussion in @1166</p>
"
"QUESTION: <p>Is a valid way to represent (Omega, Pr) = {(HT, 1/4), (HH, 1/4), (TH, 1/4), (TT,1/4) for part a?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcsbg530lhi7gv%2Fd7687c3b9600b738c055353bd91569d9f006c05cf80dfe0f95b2c605fffd148c%2FScreenshot_2023-03-28_at_4.25.01_PM.png"" alt=""Screenshot_2023-03-28_at_4.25.01_PM.pngNaN"" /></p>
","ANSWER: <p>No. A probability space is an ordered pair, not a set of ordered pairs. </p>
"
"QUESTION: <p>Could you please specify which modules will be covered in Midterm 2? </p>
","ANSWER: <p>Modules 5.3-10 inclusive</p>
"
"QUESTION: <p>Do we need to define a set of outcomes in a problem that involves drawing a tree of possibilities? The midterm practice solutions don&#39;t define sets of outcomes. </p>
","ANSWER: <p>you should always define a probability space (which includes an outcome space)</p>
"
"QUESTION: <p>Hi! I was just wondering how we got from n! - | B1 u B2 ... u Bn | to the final equation of the form n! (1 - 1/1! ... &#43; (-1)^n/n!). Thank you so much!!</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcurid8u1toap%2Fb42d6f5db0b559c2459e1e7d80980de02fe12685eb6d1ad8bb7631b8f623649c%2FScreen_Shot_2023-03-28_at_7.07.23_PM.png"" width=""1444"" height=""568"" alt="""" /></p>
","ANSWER: <p>We are just doing PIE to get the parenthetical part. We have:</p>
<p></p>
<p>$$|B_1 \cup ... \cup B_n| = \sum_i |B_i| - \sum_{i, j} |B_i \cap B_j| + \sum_{i, j, k} |B_i \cap B_j \cap B_k| - \ldots + \sum_{1..n} |B_1 \cap B_2 \cap ... \cap B_n|$$</p>
<p></p>
<p>Consider, for example, the third summation of $$\sum_{i, j, k} |B_i \cap B_j \cap B_k|$$. In words, for a single $$i, j, k$$, we have that $$B_i \cap B_j \cap B_k$$ being the permutations in which $$h_i$$ <strong>does </strong>appear in position $$i$$, $$h_j$$ <strong>does </strong>appear in position $$j$$, and $$h_k$$ <strong>does </strong>appear in position $$k$$.</p>
<p></p>
<p>To find this cardinality, we do a simple counting procedure:</p>
<p>Step 1: Place $$h_i, h_j, h_k$$ in positions $$i, j, k$$ respectively (1 way)</p>
<p>Step 2: Arrange the remaining elements ($$(n-3)!$$ ways)</p>
<p></p>
<p>So for a <strong>single </strong>$$i, j, k$$, we have $$|B_i \cap B_j \cap B_k| = (n-3)!$$. For the summation term , we have $$\sum_{i, j, k} |B_i \cap B_j \cap B_k| = \sum_{i, j, k} (n-3)!$$. The question is, how many $$i, j, k$$ triples are there? Well, there are $$\binom{n}{3} = \frac{n!}{3!(n-3)!}$$.</p>
<p></p>
<p>So this summation term reduces to $$\frac{n!}{3!(n-3)!} \cdot (n-3)! = \frac{n!}{3!}$$.</p>
<p></p>
<p>You can do a similar thing for all of the other summations, plug it back into the PIE equation, and factor out an $$n!$$, and you will get the desired expression.</p>
"
"QUESTION: <p>To prove independence of A and B with conditional probability, we have to show both Pr[A | B] = Pr[A] and Pr[B | A] = Pr[B]?</p>
","ANSWER: Nope. Just one suffices
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2Ffacbfee18912c8c3bcd70ab8c5a47594c832640a7f9376d49fa3ae1d1a427b0c%2Fimage.png"" alt=""image.pngNaN"" width=""632"" height=""123"" /></p>
<p>Is mutual independence included in pairwise independence (i.e subset)?</p>
","ANSWER: <p>yes. because if $$X_1 ... X_n$$ are mutually independent, then they are also pairwise independent. so this would follow</p>
"
"QUESTION: <p>I can&#39;t seem to find them on canvas</p>
","ANSWER: <p>Go to Canvas &gt; Assignments &gt; Homework X. Solutions link should be posted there.</p>
"
"QUESTION: could we just have multiplied the probabilities together because the are independent to find the intersection?
","ANSWER: <p>I don&#39;t think the steps of the procedure are independent. So you would need LTP</p>
"
"QUESTION: <p>Hello! I was watching the MT2 review recording but I think that the exposure might be too bright to see the slides; do we know if the slides will be uploaded?</p>
","ANSWER: <p>they will be up by morning</p>
"
"QUESTION: <p>How come for the induction step we&#39;re checking for j&#43;1 and not k. Moreover, how come the induction hypothesis is put the exponents for a_j as j-1?  Also do we not need to clarify that k is greater than or equal to 2.<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcznw7nstcq7k2%2Fa2026728baf535674d7aace425f56abf87c5a31d54220d6849445703aa85be51%2FScreenshot_2023-03-28_at_10.59.28_PM.png"" width=""1872"" height=""1699"" alt="""" /></p>
<p></p>
","ANSWER: <p>yeah I think there are a lot of typos here. I&#39;ll fix them and upload a new version by morning</p>
"
"QUESTION: <p>Say we only need n=0 for proof. If we also state n=1 works as base case too, will we get points deducted?</p>
","ANSWER: <p>nah</p>
"
"QUESTION: <p>Was the maximum probability ratio technique mentioned in the lecture? If not, would this be fair game for the exam?</p>
","ANSWER: <p>no. this won&#39;t appear on the exam</p>
"
"QUESTION: <p>During the review session, one of the TAs mentioned that the TAs put together a review guide with important information for each of the topics. Where can I find it? </p>
","ANSWER: <p>The following posts have the links:</p>
<p></p>
<p>@176 @314 @823 @1133</p>
"
"QUESTION: <p>I learned De Morgans laws from a TA in office hours. Are we allowed to use them during the exams moving forward to go between unions and intersections? (The two ones in the red lined boxes in the picture attached)? I looked at the CIS 160 lecture notes and there is no mention of De Morgans laws explicitly, but I do remember using them in lecture before and on previous homework problems involving sets. </p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl369mnammmfg3%2Fa982478429124a40fbc0056bcddebd540574806d2d016e980f5186f0584f0354%2FScreenshot_2023-03-29_121739.png"" width=""801"" height=""338"" alt="""" /></p>
","ANSWER: <p>yep you are free to use them. just be sure to cite &#34;DeMorgan&#39;s&#34; when you use it!</p>
"
"QUESTION: <p>On the solutions PHP and GPHP are just used interchangeably. Can we do this on exam too?</p>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>When breaking up the summation into individual elements, why are the last element not (k- [k/2])C(k-[k/2])? Also will something like this, manipulating combinations be tested on this exam?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2Fdc438b7add5651f081b9f16179440ffd3af67d7bfee2c5a030843a454618f9cb%2Fimage.png"" alt=""image.pngNaN"" width=""869"" height=""720"" /></p>
","ANSWER: <p>oh you&#39;re right, I think some of those last terms are written incorrectly. </p>
<p></p>
<p>Manipulating combinations may not be explicitly covered in the exam, but it could appear in some other form of problem (such as probability or strong induction).</p>
"
"QUESTION: <p>Let there be some non-empty set $$A$$ and some criterion $$p$$. We partition $$A$$ by $$p$$ or $$\neg p$$. Let $$P=\{a\in A|a$$ satisfies $$p\}$$ and $$\overline{P}=\{a\in A|a$$ does not satisfy $$p\}$$. Let the above be statement 0) where</p>
<p>0) $$P$$ and $$\overline{P}$$ partitions $$A$$ by some criteria $$p$$</p>
<p>Can we then say that</p>
<p>1) $$P$$ and $$\overline{P}$$ are pairwise disjoint?</p>
<p>2) $$A=P\cup \overline{P}$$?</p>
<p>3) $$P\cap \overline{P}=\emptyset$$?</p>
<p>4) $$|A|=|P| +  |\overline{P}|$$?</p>
<p></p>
<p>If so, I recall that we have applied this a few times on hw or in lecture, but I don&#39;t recall a specific law for this. If we use the notion of partition on the exam, what do we cite? Do we need to prove anything?</p>
<p></p>
<p>Would any reverse arrow be true? </p>
","ANSWER: Yes to 1, 2, 3, 4. You can just say this follows from partitioning.<div><br /></div><div>One valid reverse arrow is $$3 \implies 1$$</div>
"
"QUESTION: <p>Why doesn&#39;t the formula for variance of a binomial random variable work with #5 part b on HW 8? </p>
<p></p>
<p>Isn&#39;t the random variable representing the number of gardens at least one person searches Binomial as it can be expressed as a sum of independent Bernoulli random variables?</p>
","ANSWER: <p>It is not binomial because the indicators are not independent.</p>
"
"QUESTION: <p>If we have event A can we just use A bar as complentary and use |A| = |omega| - |A bar| ?</p>
","ANSWER: <p>yeah</p>
"
"QUESTION: <p>Title. I thought functions questions weren&#39;t on the exam but then I saw this question so wanted to verify (although this one is more about PHP)</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkzdl9xg7xwa3ak%2F6eaac4e3abd0b3cb7c277b44987175da2761584d0cabc6b1b2b2caab0dce06e9%2Fimage.png"" alt=""image.pngNaN"" /></p>
","ANSWER: <p>This would be fair game for the exam because it covers PHP.</p>
"
