question,answer
"QUESTION: <p>I partitioned the number of sequences into:</p>
<p></p>
<p>S_1 (no 2&#39;s) = 5! ways, since all are unique</p>
<p></p>
<p>S_2 (one 2) = choose place for a 2 (5 choose 1), then choose remaining unique items (5!/(5-4)!) </p>
<p></p>
<p>S_3 (two 2&#39;s) = choose positions for two 2&#39;s (5 choose 2), then choose remaining unique items (5!/(5-3)!)</p>
<p></p>
<p>But this could get tedious if we are working with a large number of items that have repetitions. </p>
<p></p>
<p>I guess my question is, can I somehow work the standard way of permuting multisets into this like in the lecture 3H on multisets? The problem is that not every element needs to have a position on the string... the total number of positions on the string doesn&#39;t add up to the total multiplicity of all the elements.</p>
<p></p>
<p>Also, will we get solutions to these at some point?</p>
<p></p>
<p>Thanks</p>
","ANSWER: <p>yeah I think it&#39;s kind of hard to incorporate permuting multisets in this, because when we do those permutations, we have very few constraints. In this problem, we introduce a lot of constraints, and while it may be possible to incorporate these constraints by modifying how we permute the multisets, it gets (arguably) equally tedious.</p>
<p></p>
<p>Casing, though sometimes tedious, is usually quite effective, so you shouldn&#39;t rule it out immediately!</p>
<p></p>
<p>Also yeah, we&#39;ll be posting solutions sometime this weekend hopefully.</p>
"
"QUESTION: <p>In the Binomial Theorem, the notes say that a and b must be real numbers. With the 2^n example, I used (2 &#43; 0)^n and expanded using the binomial theorem. However, I didn&#39;t get the same answer as the lecture notes. Is that a fault in my calculation or should this work? </p>
<p></p>
<p></p>
","ANSWER: <p>you can still use $$(2 + 0)^n$$, but you will arrive at something different than $$\sum_{k=0}^n \binom{n}{k}$$, because when we did $$(1 + 1)^n$$, we were able to simplify nicely using the fact that $$1^m = 1$$ for any $$m$$, but we do not have that leverage when we do $$(2+0)^n$$.</p>
<p></p>
<p>tldr: yeah it works, but it just gives you different information</p>
"
"QUESTION: <p>In the question in Lecture 4H, where we are proving that there exists a subsequence of consecutive integers whose sum is a multiple of n.</p>
<p></p>
<p>How did we conclude that we have n sums to apply PHP? Would the total number of possible sequences be n(n &#43; 1)/2? </p>
","ANSWER: <p>The total number of possible subsequences is indeed $$\frac{n(n+1)}{2}$$, but we only chose to look at a subset of them so that we could proceed with the later steps of the problem (i.e. generating a new subsequence from two of our $$n$$ subsequences).</p>
"
"QUESTION: <p>for the practice midterm 1a, how can we get the 11 choose 3 term when it matters that katie and stephanie need to be in front of nishita</p>
","ANSWER: <p>the first step is just arbitrary selecting the three positions where these three lovely humans will be placed. The second step handles ordering them by abiding to the constraints. </p>
<p></p>
<p>So the first step of just choosing <em>where</em> they could appear (ignoring who goes in which spot) can be done in $$\binom{11}{3}$$ ways.</p>
"
"QUESTION: <p></p>
<p>Are we allowed to use the distributive properties for logical operators on the exam without justifying it using a truth table as long as we clearly indicate where we are using it? That is, </p>
<p></p>
<p>X ∧ (Y ∨ Z) ≡ (X ∧ Y) ∨ (X ∧ Z)</p>
<p>X ∨ (Y ∧ Z) ≡ (X ∨ Y) ∧ (X ∨ Z)</p>
<p> </p>
<p>Or is it required to prove it once using a truth table in the exam before using it?</p>
","ANSWER: <p>I think we&#39;ve proven this in a homework, so you don&#39;t have to justify it via a truth table on the exam.</p>
"
"QUESTION: <p>Will the difficulty and format of the questions on the midterm be close to the questions/proofs covered in class and recitation or will they be more similar to the HW PSets?</p>
","ANSWER: <p>The best thing to compare the exam to is a past exam. So I encourage you to look at the 2018 midterm we posted on the course website.</p>
"
"QUESTION: <p>I am looking at the following question in Lecture 3T:</p>
<p></p>
<p>Example. Show that there exist irrational numbers x and y such that x^y is rational.</p>
<p></p>
<p>What is the purpose of Case II in this question? I am also confused how this question can be proven simply by giving an example.</p>
","ANSWER: <p>Since the question is asking us to show existence, providing a true example would qualify as showing existence.</p>
<p></p>
<p>We break it up into two cases because we don&#39;t really know whether $$\sqrt{2}^{\sqrt{2}}$$ is rational or irrational. If it&#39;s rational, then great. But if not, then we can use this value to provide a different $$x$$ and $$y$$ where $$x^y$$ is rational.</p>
<p></p>
<p>In essence, we are &#39;pretending&#39; that we don&#39;t know whether or not $$\sqrt{2}^{\sqrt{2}}$$ is rational, but regardless of its status, we can use it as is, or use it to create new values.</p>
"
"QUESTION: <p>When writing the induction hypothesis, do we need to restate the claim the way it is done in class? For example, do we need to say &#34;Assume that this claim is true for n = k, for some arbitrary but particular integer k. In other words, assume that.......&#34; or is &#34;Assume that this claim is true for n = k, for some arbitrary but particular integer k&#34; sufficient?</p>
","ANSWER: <p>It is not a necessity, but it is something I highly encourage to do. This is because without restating the claim, there is a higher chance of ambiguity. But if you restate the claim in your IH, it is clear to the proof reader exactly what you are assuming.</p>
"
"QUESTION: 
","ANSWER: <p>There will be a homework released tomorrow (or maybe sometime later today), but it will be due on October 17th.</p>
"
"QUESTION: <p>Can this be proved using weak induction by saying in case 2 that according to the fundamental thm of arithmetic, a composite number is a product of primes?</p>
<p></p>
<p>Or is this the proof for the fundamental thm of arithmetic? <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedd9r8n6wb3dq%2Fbefb2a9dce9d89052c0c9a80756efe0765623ddbe35cf95ccacca2027f2b67de%2FScreen_Shot_2022-10-10_at_5.04.43_PM.png"" alt=""Screen_Shot_2022-10-10_at_5.04.43_PM.pngNaN"" /></p>
","ANSWER: <p>This is not quite a proof for the Fundamental Theorem of Arithmetic because that theorem also mentions that the prime factorization is unique. That being said, strong induction is not needed for this proof. In fact, one can avoid induction completely by mentioning how the claim is just a corollary of the FTA, but for the purpose of example, we did a proof by strong induction.</p>
<p></p>
<p>Also using FTA in the IS doesn&#39;t really make it a weak induction proof because it&#39;s not really getting reduced to the $$k$$ case (where you would use your weak IH).</p>
"
"QUESTION: <p>is P(6,5) the same as 6^5</p>
","ANSWER: <p>No. $$P(6, 5) = \frac{6!}{(6-5)!} = 6! \neq 6^5$$</p>
"
"QUESTION: <p>1. In L3H, for the question that asks for a proof that the sum of the integers 1 to n = n (n&#43;1) /2, I do not understand the paritition when finding the LHS. What is the signfigance of &#34;i is the bigger element in the pair&#34;?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7glbo5bn7z3hf%2F2bcff7441a25a5fc1067a4b7ee6e18d8f53a7ca0e77f8710b063fd52764daef7%2Fimage.png"" alt=""image.pngNaN"" /></p>
<p>2. Also, just to confirm, can we use anything proved in lecture on the exam without a proof (ie. sum of odds/evens, Pascal&#39;s Formula, cardinality of power set)? </p>
","ANSWER: <p>1. Given two distinct elements, $$a$$ and $$b$$, one must be larger than the other. So we are partitioning the set of all pairs into groupings based on what the largest value in the pair is.</p>
<p></p>
<p>So if, for example, $$S = \{0, 1, 2, 3\}$$, then we would have $$S_1 = \{(0, 1)\}$$, $$S_2 = \{(0, 2), (1, 2)\}$$, and $$S_3 = \{(0, 3), (1, 3), (2, 3)\}$$. We partition like this because it is easy to calculate the cardinality of each $$S_i$$. Namely, $$|S_i| = i$$, but each $$S_i$$ is formed by the largest value in the pair.</p>
<p></p>
<p></p>
<p>2. yes</p>
"
"QUESTION: <p>We have proven in class that if a square number is even, then the number itself is even. So are we allowed to directly say: $$p^2=6q^2\implies 2|p^2\implies p=2k,k\in\mathbb{Z}$$? If not, what justification do we have to give?</p>
","ANSWER: <p>I would give a one sentence explanation in between each of the implications. So I would say $$p^2 = 6q^2 \implies 2\mid p^2$$ because since $$6q^2 = 2(3q^2)$$ is even, $$p^2$$ must also be even.</p>
<p></p>
<p>And an explanation for $$2\mid p^2 \implies p = 2k$$ would be: &#34;we proved this in class&#34;</p>
"
"QUESTION: <p>if we have proved something in class or on our homework (ex. something like e&#43;e is e) is this something we need to prove again on the midterm? Thanks!</p>
","ANSWER: <p>nah, you can just say that it was proven in class/hw</p>
"
"QUESTION: <p>what does it mean when an integer is relatively prime</p>
","ANSWER: <p>$$x$$ and $$y$$ are relatively prime when $$x$$ and $$y$$ share no common factor other than $$1$$</p>
"
"QUESTION: <p>Case 1 : m is even and n is even. This is impossible, since m and n are relatively prime.</p>
<p>for this line in the practice problems we can ignore 2 because it says for all integers right</p>
","ANSWER: <p>wait what do you mean by &#34;ignore 2&#34;</p>
"
"QUESTION: <p>Why do we need the n=4 base case in this problem?</p>
<p></p>
<p>Without it, k&#43;1 is greater than or equal to 4, since the induction hypothesis holds for k greater than or equal to 3. k&#43;1 can be expressed as 2 &#43; k-1, and k-1 is less than or equal to k and greater than or equal to two, which is a base case.</p>
","ANSWER: <p>@940</p>
"
"QUESTION: <md>
For a-e in Q1, can we write our answer as a product (e.g. 0.4\*0.5\*0.5) or do we have to multiply it out and write the final answer?</md>
","ANSWER: Either is fine
"
"QUESTION: <p>Can someone explain how to do question 9 on the practice problems. The explanation on the website is making no sense to me.</p>
","ANSWER: <p>can you point out which parts of the solution are confusing so I can clarify those?</p>
"
"QUESTION: <p>might be dumb question but is 0 considered to be divisbly by every number or no number?</p>
","ANSWER: <p>we say that $$x$$ is divisible by $$y$$ if we can write $$x = yk$$ for some $$k \in \mathbb{Z}$$. So for $$x = 0$$, and any integer $$y$$, does there exist a value of $$k$$ such that $$yk = x = 0$$? (Hint: yes)</p>
"
"QUESTION: <p>On the exam, even if we haven&#39;t defined P(n), would it be acceptable for us to say &#34;we want to prove the claim&#34;? For example, could we just say in the IH that &#34;we assume the claim is true for n=k,&#34; instead of saying &#34;we assume [the entire expression] is true for n=k&#43;1&#34;?</p>
","ANSWER: See the discussion in @956. This is mostly okay to do, but is risky due to potential ambiguity
"
"QUESTION: <p>Sorry if this was already mentioned—are we allowed to use proofs from homeworks/recitations during the exam in addition to the lecture notes?</p>
","ANSWER: Yes
"
"QUESTION: <p>For case 2 (there is 1 2 in the sequence), I reasoned that we had to distribute 7 letters (P, E, R, M, 1, 2, and 3) among five spots, so the answer should be P(7,5). I understand the way of getting to the answer in the solutions, but what&#39;s wrong with this approach?</p>
","ANSWER: The number 2 is repeated there is more than one 2 available to select from. So you need to case depending on how many 2s you include.
"
"QUESTION: <p>For part a, I first calculated the permutations: 13 ways to choose the value for a four of a kind, 4*3*2*1*48 (for the last card). Then, I divided away the repeats by dividing the expression 13*4*3*2*48 by 5!, but I&#39;m getting a different answer. Why is this?</p>
","ANSWER: <p>Can you explain why you are multiplying $$4 \cdot 3 \cdot 2 \cdot 1$$? If it&#39;s because there are &#34;four options&#34; for the first slot, and &#34;three options&#34; for the second slot, and so on, then you should be dividing by $$4!$$ because you&#39;ve already fixed the last card to be the non-four-of-a-kind.</p>
<p></p>
<p>If you are doing that multiplication because of the suits, then it is important to realize that the order of the cards within a hand doesn&#39;t matter.</p>
"
